"","DGS_1","DGS_2","DGS_3","DGS_4","DGS_5","DGS_6","DGS_7","DGS_8","DGS_9","DGS_10","DGS_11","DGS_12","DGS_13","DGS_14","DGS_15","DGS_16","DGS_17","DGS_18","DGS_19","DGS_20","DGS_21","DGS_22","DGS_23","DGS_24","DGS_25","DGS_26","DGS_27","DGS_28","DGS_29","DGS_30","DGS_32","DGS_33","DGS_34","DGS_35","DGS_36","DGS_37","DGS_38","DGS_39","DGS_40","DGS_41","DGS_42","DGS_43","DGS_44","DGS_45","DGS_46","DGS_47","DGS_48","DGS_49","DGS_50","DGS_51","DGS_52","DGS_54","DGS_55","DGS_56","DGS_57","DGS_58","DGS_59","DGS_60","DGS_61","DGS_62","DGS_63","DGS_64","DGS_65","DGS_66","DGS_67","DGS_68","DGS_69","DGS_70","DGS_71","DGS_72","DGS_73","DGS_74","DGS_75"
"184",5,7,7,6,7,5,5,6,7,7,7,6,6,7,6,3,6,6,5,3,6,6,4,6,6,7,4,4,6,6,6,6,6,3,5,6,4,5,6,7,6,6,7,7,7,7,5,5,4,7,6,7,6,5,7,7,5,6,6,4,7,5,6,7,7,4,7,3,4,7,2,6,6
"185",3,5,6,5,7,2,5,3,6,6,3,6,2,6,5,6,5,5,6,2,7,6,3,1,2,4,4,2,5,6,5,5,6,1,6,4,1,2,4,3,5,4,5,1,2,3,4,6,6,6,5,7,6,3,5,4,3,5,6,2,4,6,6,6,2,4,3,4,2,4,1,6,4
"186",5,5,6,4,5,3,4,4,5,6,5,5,5,5,4,5,4,5,4,3,4,5,6,3,4,5,4,2,4,5,4,5,5,4,2,5,4,3,4,6,6,5,6,6,5,4,2,4,6,3,3,7,6,4,5,6,4,6,4,6,5,4,4,4,6,2,5,5,4,5,5,6,5
"187",5,3,6,4,5,2,4,4,5,6,3,5,3,2,6,3,4,5,6,3,6,6,3,5,5,5,5,5,3,6,5,6,6,5,4,5,2,2,4,5,3,5,6,2,3,3,4,4,5,3,3,5,3,5,6,6,6,5,6,4,5,3,6,5,5,4,6,2,2,4,5,6,4
"188",4,5,5,5,6,5,6,5,7,6,4,6,6,5,6,2,6,6,5,6,5,6,6,6,6,6,4,4,6,6,6,6,6,6,6,4,5,5,5,6,6,3,7,6,6,3,4,6,4,7,6,6,7,4,6,6,4,5,5,2,6,5,5,6,7,4,7,6,4,5,5,5,5
"189",4,3,7,5,3,3,6,5,6,7,4,6,6,5,6,2,6,6,6,2,7,6,4,6,5,7,6,2,4,6,6,6,7,2,6,5,2,3,6,5,5,6,7,6,6,7,2,5,4,6,2,7,5,6,7,7,4,6,6,6,6,3,7,5,5,2,7,4,3,7,3,7,5
"190",5,4,5,4,4,3,4,4,6,5,4,4,3,4,5,4,4,4,4,4,4,5,3,4,4,5,4,3,4,4,5,4,5,4,5,4,2,3,4,5,4,5,6,4,5,4,4,4,4,5,3,6,4,4,5,6,4,5,5,4,5,4,4,5,4,4,5,4,2,5,3,6,4
"191",2,4,6,5,6,2,6,7,6,5,1,7,2,5,6,2,6,3,6,7,6,3,2,2,3,6,5,4,6,5,4,6,5,5,6,4,2,1,7,5,4,7,6,6,7,3,2,4,6,6,6,7,6,6,6,6,3,5,5,3,7,6,3,2,4,6,7,3,4,6,2,6,4
"192",7,7,7,6,6,3,4,6,6,7,7,6,5,4,6,2,7,5,5,3,5,4,2,4,4,6,5,5,5,5,6,6,5,5,7,6,2,2,6,7,6,7,7,2,6,7,5,4,6,3,4,7,3,5,6,6,2,5,7,4,5,4,4,7,4,4,7,3,2,6,4,7,6
"193",4,2,4,4,4,1,4,4,5,4,2,5,4,4,4,4,4,4,6,4,4,4,7,1,1,4,4,4,4,4,5,4,1,4,4,4,1,1,4,4,5,4,4,4,4,4,1,5,4,4,4,4,4,4,4,4,1,4,5,4,5,4,4,4,4,1,4,1,4,4,1,4,4
"194",3,4,4,6,6,4,4,5,6,6,5,6,5,3,6,3,6,5,6,5,4,5,2,5,4,6,5,3,6,6,6,6,6,4,6,6,3,4,4,5,4,4,6,4,6,6,3,5,2,6,6,7,4,5,6,6,4,6,6,4,6,5,2,5,5,3,6,5,3,6,3,5,5
"195",3,5,6,5,6,3,6,6,5,6,6,6,5,5,5,5,4,5,5,6,3,5,5,4,5,6,5,6,3,5,6,5,5,3,5,5,3,2,5,6,5,5,5,3,5,3,5,3,4,6,3,5,5,5,6,6,5,5,5,5,5,3,2,6,5,6,6,5,4,5,3,6,6
"196",3,5,4,6,7,2,5,7,6,7,4,5,6,7,5,3,4,6,4,2,7,5,2,4,5,7,4,4,1,5,5,5,1,4,5,5,3,5,6,7,5,4,7,7,5,7,2,4,5,7,4,7,6,5,4,7,5,4,5,2,7,2,4,6,6,1,7,3,2,4,6,3,4
"197",6,3,6,6,6,3,7,7,6,6,3,6,6,7,5,2,6,6,4,6,7,6,6,5,6,7,7,6,7,6,7,6,7,6,7,6,2,2,6,5,7,7,7,4,7,7,3,4,3,6,6,4,3,5,6,7,7,7,7,4,7,6,7,7,3,6,6,2,1,6,6,7,6
"198",5,4,7,6,6,3,5,6,7,7,2,6,2,4,6,1,7,6,5,3,7,5,5,2,4,6,7,2,6,6,6,6,6,2,6,5,1,5,7,5,7,7,7,7,7,5,5,5,3,7,6,6,5,6,7,7,3,5,7,5,7,5,5,4,7,1,7,6,1,6,1,6,4
"199",4,5,6,6,4,4,5,6,2,7,3,5,3,3,6,4,6,6,6,5,4,5,6,4,6,6,4,3,2,6,6,6,6,4,6,5,2,4,4,6,6,6,4,4,4,4,3,3,4,3,4,4,6,4,6,6,4,4,6,4,6,5,4,6,6,2,5,2,5,5,3,6,6
"201",4,4,4,4,4,2,6,4,4,4,5,4,6,4,4,2,4,4,4,4,4,6,4,4,4,4,4,4,7,4,4,4,4,6,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,2,4,4,4,4
"202",1,2,7,6,7,6,6,7,7,7,2,7,7,7,7,1,7,7,6,7,7,7,7,6,7,7,6,2,7,7,7,7,7,2,7,7,6,5,7,7,7,7,7,7,7,7,1,7,4,7,4,7,7,6,7,7,6,7,7,2,7,7,6,7,7,2,7,6,6,1,7,7,6
"203",6,3,5,1,6,7,2,7,6,6,4,2,4,7,3,1,3,2,5,2,5,1,5,6,2,4,2,1,3,6,3,3,2,2,3,5,6,2,5,5,2,2,3,5,2,7,3,2,5,6,2,5,2,5,5,2,2,2,5,3,5,2,6,3,1,3,3,6,6,6,4,5,7
"205",2,3,5,5,5,2,3,5,6,7,2,7,4,5,6,2,4,5,5,2,5,7,2,4,5,6,4,6,6,6,6,6,6,5,5,5,1,3,6,5,2,4,6,2,6,5,3,5,2,5,6,6,6,3,6,7,3,6,5,6,4,4,3,3,6,6,5,1,1,5,4,6,5
"206",3,5,6,2,5,3,3,6,5,5,5,5,5,5,5,6,5,3,5,3,3,5,3,3,3,6,5,2,3,5,6,6,5,2,6,3,2,5,5,5,6,6,3,6,6,6,3,5,6,3,3,6,5,5,6,5,2,5,5,5,6,3,2,3,5,2,5,6,2,2,3,5,5
"207",6,7,4,5,1,4,7,7,7,7,7,7,7,4,5,1,6,5,5,7,5,7,7,7,5,7,7,4,7,5,7,5,7,7,5,5,4,2,5,5,6,7,7,7,7,7,7,5,7,7,7,7,3,7,7,6,6,7,5,4,7,5,5,3,7,5,7,3,4,7,1,5,5
"208",3,2,7,6,2,5,7,7,2,7,4,5,6,7,6,3,5,7,6,3,6,5,1,5,7,2,6,4,7,6,6,7,7,7,7,6,2,7,4,2,7,7,6,7,7,7,6,7,4,7,6,7,7,7,7,7,6,7,6,1,6,7,6,7,7,4,6,7,2,6,4,7,6
"209",4,1,5,1,4,1,4,5,2,3,1,7,2,2,7,6,5,6,4,3,5,5,4,1,6,6,5,1,1,5,4,7,6,2,6,6,1,6,5,7,7,5,7,1,5,7,1,4,5,3,1,6,7,3,6,7,4,5,5,3,5,1,6,5,5,1,7,1,1,4,1,6,7
"210",3,5,6,4,5,2,3,6,5,6,6,6,3,1,6,2,6,5,6,2,3,4,5,3,3,6,4,2,4,5,5,6,5,3,5,5,3,2,5,5,4,7,5,7,5,6,5,3,6,7,4,6,5,4,6,5,4,4,4,4,5,3,2,3,5,2,6,2,1,6,1,7,4
"211",3,4,5,5,5,5,3,6,6,6,3,4,3,4,5,4,3,5,4,3,4,4,7,4,4,4,4,3,3,5,5,5,5,4,6,4,3,3,6,6,6,6,5,4,6,6,4,4,5,5,3,6,5,4,5,6,3,5,5,4,4,3,3,3,4,4,5,4,3,6,3,6,5
"212",6,5,6,5,6,6,5,7,6,7,3,6,6,5,6,2,6,6,5,5,6,5,7,5,6,7,5,5,6,6,6,6,6,3,6,6,3,4,5,6,6,6,7,7,6,7,3,6,3,5,4,7,5,5,7,6,3,6,7,6,5,5,5,6,7,3,7,6,5,5,5,7,5
"213",5,2,6,4,3,1,2,6,3,7,2,4,2,1,5,2,6,5,4,2,5,6,6,2,5,6,2,1,3,5,5,6,7,2,5,5,1,1,4,6,6,4,5,3,4,2,2,3,4,2,2,5,5,4,6,7,2,6,5,2,6,1,3,1,5,1,5,1,1,7,1,7,3
"214",2,2,7,3,3,5,5,7,6,6,2,4,3,3,5,2,6,5,4,6,4,6,3,4,5,3,4,6,5,6,4,6,6,5,5,7,5,4,5,5,3,7,6,4,5,5,4,3,5,3,5,6,6,4,7,6,3,6,6,4,7,5,3,1,7,3,6,5,3,5,3,6,5
"215",5,5,6,6,7,4,6,7,7,7,5,5,6,6,6,3,6,6,5,4,6,5,6,5,5,7,5,5,5,7,7,7,4,4,7,6,5,5,5,7,5,7,7,5,6,6,4,5,6,6,6,6,5,6,7,6,4,6,7,5,6,6,6,6,5,4,7,5,6,4,6,6,5
"216",1,1,1,7,1,7,7,7,1,2,6,7,1,1,7,1,7,7,7,7,1,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,1,1,7,1,7,7,1,1,7,6,7,7,7,7,7,7,7,1,7,7,1,1,7,7,1,1,1,1,1,7,7
"217",4,5,2,7,7,6,6,7,7,7,3,7,7,5,7,1,7,6,6,4,6,7,7,5,6,7,6,2,7,6,7,7,7,1,7,6,2,4,7,7,7,7,7,3,7,7,1,6,4,7,6,7,4,7,6,7,4,7,7,4,7,6,6,7,4,1,7,3,3,7,7,7,7
"218",6,4,5,6,6,1,6,5,5,3,1,7,1,2,5,2,6,5,4,6,5,7,7,1,4,3,5,1,1,7,6,7,7,1,5,7,1,1,4,5,7,6,7,1,7,3,1,4,1,5,2,6,6,4,6,5,4,6,7,1,7,4,7,5,4,1,4,1,1,1,1,7,4
"219",5,6,7,5,6,3,5,6,4,7,7,5,4,4,6,5,5,6,4,3,7,6,7,4,4,2,3,2,4,6,5,7,7,2,5,5,3,3,6,7,7,1,7,5,5,7,4,3,7,5,2,6,4,3,6,7,3,5,6,3,7,4,6,2,6,2,7,3,3,7,3,7,5
"220",5,3,5,4,6,5,3,5,3,5,2,4,2,2,3,4,6,3,3,4,2,6,4,5,4,4,6,2,2,2,5,5,4,4,5,3,4,2,3,5,3,3,4,1,5,3,2,5,5,5,5,3,6,3,5,6,5,2,6,3,6,6,3,4,3,4,5,3,1,3,2,5,3
"221",6,2,6,4,4,5,5,5,2,2,3,6,6,1,6,6,5,6,5,4,6,5,3,6,5,5,5,4,6,5,6,5,5,4,5,6,3,5,6,5,5,4,3,6,5,3,2,4,3,6,5,5,5,4,5,7,3,5,6,5,7,2,3,2,6,2,6,5,2,2,3,6,6
"222",6,2,6,4,4,2,2,3,6,6,2,6,4,3,5,3,6,3,2,4,2,5,6,3,4,4,3,4,5,3,5,4,6,2,6,4,3,2,5,6,6,6,6,5,5,6,2,2,5,4,3,7,4,5,6,5,2,5,5,4,4,3,2,6,7,2,4,6,2,6,1,6,4
"223",6,3,5,6,6,2,2,5,3,7,2,5,7,4,7,2,5,5,6,1,6,6,7,3,4,6,3,1,1,6,3,7,6,1,5,4,1,1,4,6,5,4,6,4,5,7,1,5,6,4,1,7,5,6,6,7,1,7,7,4,5,2,6,7,2,1,7,4,2,6,2,7,7
"224",3,5,6,5,6,4,5,6,7,6,6,5,4,5,6,2,6,5,5,6,6,5,4,4,4,5,6,4,6,5,6,6,7,4,6,5,3,3,5,5,4,6,6,6,7,7,4,5,4,6,6,7,4,5,6,7,4,6,5,4,5,5,5,6,6,4,5,3,2,4,4,5,5
"225",4,2,5,4,6,1,1,5,6,5,1,6,1,4,4,4,5,2,3,1,2,6,3,1,2,5,5,1,2,3,3,5,5,1,3,5,1,1,5,3,3,6,6,2,6,6,1,2,3,6,6,7,1,3,2,6,2,3,4,2,6,2,1,5,1,1,5,2,2,4,1,5,6
"227",5,5,6,3,5,2,3,4,3,5,3,5,3,3,5,3,5,5,5,2,4,5,5,5,4,6,2,3,3,5,5,5,6,2,4,5,2,2,5,6,4,6,6,5,5,4,2,3,7,3,3,7,3,3,6,6,2,5,5,4,6,4,6,5,4,3,5,5,2,6,3,6,3
"228",5,6,5,6,7,2,5,6,6,7,5,6,7,5,6,4,6,6,5,5,6,6,6,5,6,6,5,3,3,7,6,6,6,2,6,6,2,1,5,6,6,6,6,5,5,6,5,6,6,6,3,6,5,7,7,6,5,6,6,6,7,5,6,5,3,3,6,3,2,3,6,7,3
"229",4,4,4,4,5,5,3,6,5,4,3,4,5,4,3,4,3,4,4,5,5,4,4,4,3,5,4,3,4,4,5,3,4,4,3,3,4,2,3,5,4,3,4,4,3,4,5,4,5,3,3,4,4,5,3,4,3,4,4,4,4,5,4,4,4,3,5,4,5,4,4,2,5
"230",7,6,7,6,7,2,6,6,7,7,3,6,6,5,7,2,7,6,6,3,6,7,5,5,6,6,5,4,7,7,7,7,7,5,7,6,2,2,6,5,6,7,7,6,7,6,3,6,6,6,7,7,5,5,7,7,4,7,7,5,7,5,6,6,6,2,7,5,3,7,6,7,7
"231",4,2,3,4,2,1,1,2,3,4,1,4,2,1,5,4,6,3,5,4,2,4,4,1,5,4,4,3,5,5,5,3,6,4,5,3,1,1,6,3,4,3,3,2,5,3,4,4,2,5,4,5,5,4,3,7,5,4,4,4,6,2,3,3,4,4,6,4,1,4,1,4,3
"232",4,6,6,5,3,3,6,6,6,6,6,5,7,4,5,3,6,5,6,6,5,4,4,5,4,5,6,5,6,6,6,6,6,6,6,6,2,5,6,6,3,5,6,5,7,5,4,5,3,6,5,7,6,4,7,6,5,4,6,3,5,5,4,2,6,5,6,2,2,4,4,6,3
"233",4,5,5,5,4,3,4,4,5,4,5,5,4,4,4,4,5,4,3,3,5,5,5,4,4,4,5,4,4,5,5,5,5,4,4,5,3,4,4,4,3,4,4,4,4,5,4,4,5,5,3,4,4,4,5,4,4,5,5,4,5,4,4,4,4,3,5,4,4,4,4,5,4
"234",4,2,4,1,6,6,4,6,4,7,5,4,4,3,5,7,1,5,4,5,6,3,7,1,5,7,3,1,2,5,1,4,6,1,4,5,4,5,5,6,5,1,3,7,6,6,1,1,7,6,2,7,7,4,6,3,1,3,5,4,5,1,4,2,7,1,5,2,4,7,2,6,2
"235",5,5,3,6,5,2,4,5,5,6,2,6,5,4,5,3,6,4,5,3,6,6,5,3,4,5,6,2,3,5,6,6,5,4,6,6,2,2,4,3,4,6,6,3,3,6,4,6,6,6,4,5,3,4,6,6,3,6,5,4,6,5,5,5,3,3,5,3,1,5,3,6,5
"236",3,5,6,5,5,5,5,7,6,7,4,5,5,5,6,1,6,5,5,5,7,4,6,5,3,5,5,5,6,5,5,6,6,5,6,5,6,5,6,7,7,6,7,7,6,5,3,5,5,5,5,7,6,5,6,7,5,5,7,6,6,5,7,5,7,5,7,7,6,7,5,6,6
"237",1,3,7,5,7,2,5,3,7,7,3,5,5,3,7,2,5,4,4,5,3,4,7,2,5,7,5,1,7,7,5,7,7,5,7,5,1,2,7,7,2,5,7,7,7,6,1,5,4,6,6,7,2,5,7,5,6,6,5,4,4,5,1,3,6,4,7,7,2,7,2,7,6
"239",6,6,6,5,6,3,5,6,7,6,6,5,6,5,6,3,6,6,4,3,5,5,7,4,5,6,6,2,6,4,6,6,6,5,5,6,5,4,7,7,5,7,6,7,7,4,3,6,3,3,6,4,6,6,7,7,2,5,6,4,6,5,5,3,7,3,4,7,3,6,7,7,5
"240",3,3,6,5,3,1,3,6,3,5,2,6,3,2,5,5,5,4,3,3,4,6,6,3,4,5,3,3,3,4,5,4,6,3,4,5,1,1,5,5,5,5,5,6,4,5,2,3,4,5,4,6,6,3,6,7,3,5,4,4,5,4,3,4,6,5,5,6,1,5,1,5,4
"241",3,2,6,3,6,1,2,4,3,6,2,5,3,5,6,3,5,5,2,2,4,5,3,3,5,6,2,2,2,5,4,6,6,2,5,4,2,1,6,5,3,5,5,3,5,5,2,4,5,5,2,5,3,5,6,5,2,5,6,5,5,2,2,5,5,2,6,3,2,6,1,6,5
"242",2,2,3,6,4,2,4,4,4,4,3,7,4,4,4,2,6,4,5,2,5,7,4,3,4,4,5,1,6,4,6,6,6,2,5,6,1,2,4,4,3,4,4,1,2,6,2,4,4,5,5,5,6,4,4,4,6,7,5,4,5,4,5,4,2,2,4,1,1,4,4,4,5
"243",4,3,3,4,4,4,4,5,4,4,2,6,3,4,5,3,5,5,5,4,4,6,4,3,4,3,4,3,5,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,1,4,5,4,4,4,6,3,4,4,4,3,5,4,4,4,3,3,4,5,5,4,4,4,4,3,4,3
"244",1,7,7,7,7,4,4,7,7,7,3,7,7,2,6,1,6,6,5,1,7,7,2,1,5,7,7,1,6,6,7,6,6,7,4,6,3,3,6,7,1,1,7,7,1,7,1,5,7,7,5,7,1,7,6,7,1,5,5,7,7,1,7,4,7,1,7,1,2,7,7,5,3
"245",6,3,6,3,6,4,3,4,5,6,6,4,5,3,5,5,6,4,2,2,6,4,5,1,2,6,1,1,5,4,4,5,5,2,5,2,3,3,4,6,4,6,6,6,6,6,2,4,7,6,1,6,5,3,5,6,1,5,5,4,6,2,5,4,6,1,6,5,3,5,5,6,3
"246",2,2,3,4,2,6,7,3,3,2,2,4,2,4,6,2,6,4,4,6,3,6,4,6,5,3,4,6,4,5,6,5,4,7,6,5,2,6,5,3,6,5,2,3,6,4,5,5,2,3,5,3,4,5,4,5,5,5,4,3,5,5,3,3,5,5,4,3,3,3,2,5,6
"247",2,4,7,7,6,4,4,6,6,7,3,7,6,5,7,7,7,7,6,3,5,4,1,6,6,7,5,4,2,7,6,7,7,5,7,5,4,2,4,7,5,7,7,7,6,7,4,7,4,5,5,7,7,7,7,7,2,5,7,4,7,5,3,5,7,4,7,5,4,7,6,7,7
"248",5,6,6,5,6,5,5,6,6,6,5,5,6,5,5,3,5,7,5,4,3,4,3,6,6,6,4,5,5,6,6,6,6,5,4,5,4,6,4,6,6,3,4,4,6,4,5,5,3,6,4,5,6,4,7,7,5,5,5,4,5,5,5,4,4,5,5,3,4,6,5,6,5
"249",4,5,7,5,5,3,6,6,6,7,4,6,5,5,6,3,6,6,6,5,5,5,5,5,6,6,5,6,6,7,5,6,7,6,6,5,3,4,6,7,4,6,6,4,6,6,4,7,4,5,3,4,5,5,6,7,4,5,6,2,6,5,5,4,6,6,5,5,3,6,5,5,4
"250",5,4,6,4,5,4,5,4,4,6,3,6,4,4,5,4,6,5,4,4,6,5,4,4,4,5,4,3,4,5,5,6,5,4,6,5,3,3,4,4,5,6,6,4,5,5,3,4,4,6,4,4,4,5,6,6,3,6,5,4,6,4,4,4,4,3,6,4,4,6,4,6,4
"251",6,2,6,5,5,2,2,6,6,5,2,5,2,2,6,2,6,5,3,2,6,6,3,2,4,6,5,2,5,5,3,5,5,2,5,5,3,1,6,4,3,6,6,4,3,6,1,2,6,6,6,7,4,5,6,5,2,5,6,5,6,3,3,3,5,2,6,2,2,6,2,6,4
"252",1,3,6,5,6,6,5,7,2,7,2,7,6,3,5,2,5,5,6,1,2,7,3,6,6,7,5,1,5,7,6,6,6,6,6,5,1,3,5,6,5,4,7,2,7,1,6,7,5,5,5,2,7,6,6,7,7,7,6,2,7,6,6,2,6,1,6,7,1,2,7,6,7
"253",7,6,7,4,7,1,6,7,7,7,6,7,6,6,7,1,7,6,7,1,7,4,7,7,6,7,6,1,7,7,7,7,7,4,7,6,1,1,6,7,4,7,7,7,7,7,7,5,7,7,4,7,7,6,7,7,4,7,7,7,7,6,7,7,7,1,7,1,1,7,1,7,7
"254",7,2,5,6,2,5,6,6,6,6,2,7,4,3,6,2,5,6,6,6,5,6,5,5,6,6,6,6,6,6,6,7,6,6,6,5,1,2,5,2,6,3,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,2,6,4,2,5,6,6,5,2,2,5,2,6,6
"255",5,3,6,5,3,3,3,5,4,3,3,4,3,3,4,4,4,4,5,2,1,5,6,4,4,4,2,2,4,4,4,5,5,2,3,4,3,4,3,3,5,5,4,7,2,4,3,3,4,5,2,7,5,3,6,5,3,5,5,4,4,3,2,5,6,1,6,4,4,4,5,6,4
"256",5,5,4,5,3,5,5,6,4,6,3,2,4,4,5,6,3,3,4,5,6,2,4,5,3,3,2,5,2,3,3,3,4,2,4,4,5,4,5,4,4,5,3,5,5,4,5,5,3,6,2,6,5,3,3,3,3,2,2,4,4,3,6,5,5,5,4,6,5,4,3,5,2
"257",5,5,6,4,5,3,5,5,5,5,5,6,5,3,5,3,5,5,4,3,5,5,4,4,4,5,4,3,5,4,5,5,5,4,5,5,3,4,4,5,4,5,5,4,4,5,5,4,4,4,4,6,5,5,5,6,4,5,5,3,5,4,5,3,4,3,5,5,3,3,4,6,5
"258",7,4,7,4,7,1,5,7,4,7,4,7,3,5,7,7,5,1,5,1,7,3,7,3,6,7,6,1,6,6,5,6,7,2,5,6,1,4,6,7,7,6,7,5,4,6,1,2,5,4,4,5,7,1,6,7,5,1,6,3,6,4,7,7,4,1,7,6,2,5,1,7,5
"259",5,6,7,4,6,5,4,7,6,7,4,5,6,3,6,2,6,5,4,1,6,6,4,4,4,7,3,1,3,6,7,6,6,2,5,5,2,3,6,6,5,7,6,7,5,7,3,5,7,7,3,7,6,4,6,6,1,5,5,7,6,2,6,7,6,3,7,3,3,6,4,7,4
"260",7,6,1,7,7,3,6,7,7,7,3,7,7,5,6,1,7,6,5,6,7,5,4,6,6,7,5,1,5,6,5,6,7,2,7,5,2,2,4,7,2,7,7,1,6,7,4,5,6,7,7,7,6,7,6,7,5,7,7,1,7,5,7,3,2,1,7,1,1,5,6,7,6
"261",5,3,7,4,5,2,2,7,7,7,1,6,3,1,7,2,5,5,6,5,5,6,7,1,5,7,6,2,7,5,6,7,7,1,3,6,3,2,3,7,6,4,7,7,7,7,1,6,7,6,7,7,5,6,6,5,1,7,7,3,7,1,5,1,7,1,7,7,1,6,1,5,3
"262",1,2,6,4,1,1,3,3,5,3,2,6,1,2,3,2,5,2,4,2,1,6,3,2,2,5,6,2,6,4,4,5,7,2,5,6,2,1,4,5,1,2,3,3,6,3,1,3,3,4,5,7,3,2,5,6,3,4,3,2,6,2,1,3,3,3,3,3,2,5,1,5,2
"263",1,1,4,4,7,2,4,7,7,7,1,6,2,2,4,4,5,5,4,3,1,4,4,1,4,6,5,1,6,4,4,5,3,6,4,5,4,2,4,5,4,4,4,5,7,5,2,3,4,6,5,7,5,3,7,3,2,3,4,4,4,3,1,4,6,2,4,2,4,4,2,4,4
"264",5,5,5,4,5,1,4,4,5,5,5,5,5,3,5,3,5,4,4,3,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,4,1,1,5,5,5,4,4,7,5,4,3,4,4,5,4,7,4,5,5,5,2,4,4,4,5,3,3,4,3,3,6,5,3,5,7,5,5
"265",7,6,5,5,6,5,3,6,7,7,6,6,7,3,6,2,5,5,5,5,6,5,6,5,5,7,5,1,5,6,5,6,6,1,6,3,2,3,5,7,6,6,7,7,6,7,1,3,6,7,5,7,3,6,7,7,2,6,6,7,6,2,5,7,6,1,7,5,3,7,7,6,5
"266",4,3,3,6,3,3,4,4,4,5,3,5,4,4,4,4,5,3,4,3,4,4,4,3,4,3,4,5,4,5,5,4,5,4,4,5,3,4,4,4,4,5,5,7,5,5,3,4,4,4,4,6,5,3,4,5,4,4,4,4,5,4,3,3,4,4,5,3,3,6,3,4,5
"267",5,3,6,5,6,5,3,7,7,7,2,6,6,1,6,5,5,6,2,3,4,5,5,5,5,6,7,1,7,7,5,6,6,1,5,5,1,3,5,6,5,3,4,3,7,6,3,5,6,7,5,7,6,5,7,7,2,4,7,2,4,5,3,6,6,1,7,2,2,7,3,6,5
"268",5,5,4,5,5,4,4,5,5,3,5,5,3,4,5,4,6,4,4,5,4,5,6,5,5,5,5,4,4,6,5,5,7,4,5,5,3,1,6,5,6,6,7,4,5,5,5,3,3,5,4,5,6,5,6,4,3,5,5,3,6,4,4,4,5,4,6,3,3,4,1,6,6
"269",6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,5,6,6,6,6,6,6,6,4,2,2,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,3,4,6,2,6,6
"270",3,4,4,4,4,3,5,3,3,4,3,4,4,4,4,4,4,4,4,5,4,4,3,4,4,3,4,3,4,4,5,5,5,4,4,5,3,5,4,4,5,5,3,4,5,4,5,5,4,3,3,4,5,5,4,3,5,4,5,5,4,4,4,3,4,4,3,3,4,4,4,3,5
"271",3,3,4,4,5,3,4,4,5,5,4,4,4,3,3,3,4,4,5,5,3,5,3,5,4,5,5,3,4,5,5,5,5,4,4,4,4,3,6,4,4,5,4,3,5,2,5,3,2,3,4,4,4,3,5,5,3,3,5,4,5,4,3,5,3,5,3,4,3,3,5,5,4
"272",5,5,5,5,5,3,4,5,5,5,5,4,4,4,5,3,5,5,4,3,4,5,5,4,4,5,3,3,4,4,5,5,4,3,4,4,3,3,5,5,5,3,5,3,4,5,3,4,5,4,4,5,3,4,5,5,4,5,5,4,5,4,5,4,3,3,5,4,3,4,5,5,5
"273",5,5,5,4,6,1,3,4,5,5,3,4,4,6,4,3,4,3,4,2,5,5,5,4,4,6,3,3,2,5,4,3,5,2,5,4,4,2,2,5,3,2,6,5,5,7,4,1,6,4,2,6,4,4,4,5,2,3,4,7,5,2,3,6,4,2,6,4,5,6,2,5,3
"274",4,4,2,5,4,5,6,4,4,5,3,4,3,4,3,4,5,5,6,5,3,4,4,4,5,4,4,4,4,5,6,4,4,4,5,5,2,4,5,5,4,4,2,3,5,3,4,5,3,3,5,3,4,5,5,4,5,5,4,5,3,4,4,3,5,4,5,3,5,4,3,6,4
"275",2,1,1,2,3,1,1,1,1,2,2,2,2,2,1,6,1,1,2,1,1,3,5,1,1,6,1,1,1,1,1,2,5,1,1,1,1,1,2,3,3,1,2,1,1,4,1,1,7,3,1,6,3,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,2,1,4,1
"276",5,6,7,6,5,2,4,5,5,5,7,6,5,3,5,3,5,5,3,2,3,5,3,3,5,6,5,2,2,6,5,5,5,3,5,2,1,1,5,6,5,5,3,3,5,3,3,5,6,3,1,5,5,5,6,6,5,5,4,3,6,4,3,5,6,2,5,4,2,6,3,5,5
"277",3,5,6,6,4,3,5,6,5,5,5,6,5,3,6,2,6,6,6,4,4,6,2,5,4,5,5,5,5,5,7,6,4,5,6,6,2,3,5,5,3,5,6,4,5,5,4,5,3,4,4,7,6,5,6,6,5,5,6,2,5,6,4,6,6,7,7,4,2,5,4,7,6
"278",6,3,4,6,6,4,3,6,7,7,4,6,6,4,7,4,4,6,4,1,7,4,7,4,4,7,5,2,5,7,4,6,7,2,7,5,4,4,4,7,6,7,7,6,7,7,2,5,6,7,6,7,6,5,7,7,1,6,7,4,7,3,6,5,6,2,7,6,2,7,5,7,6
